principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,principalNAICS4DigitCode,NAICS_shorthand,NAICS_unabbreviated
811430,Footwear and Leather Goods Repair,81,811,8114,NULL,NULL
811490,Other Personal and Household Goods Repair and Maintenance,81,811,8114,NULL,NULL
812,Personal and Laundry Services,81,812,NULL,NULL,NULL
8121,Personal Care Services,81,812,8121,NULL,NULL
812111,Barber Shops,81,812,8121,NULL,NULL
812112,Beauty Salons,81,812,8121,NULL,NULL
812113,Nail Salons,81,812,8121,NULL,NULL
812191,Diet and Weight Reducing Centers,81,812,8121,NULL,NULL
812199,Other Personal Care Services,81,812,8121,NULL,NULL
8122,Death Care Services,81,812,8122,NULL,NULL
812210,Funeral Homes and Funeral Services,81,812,8122,NULL,NULL
812220,Cemeteries and Crematories,81,812,8122,NULL,NULL
8123,Drycleaning and Laundry Services,81,812,8123,NULL,NULL
812310,Coin-Operated Laundries and Drycleaners,81,812,8123,NULL,NULL
81232,Drycleaning and Laundry Services (except Coin-Operated),81,812,8123,NULL,NULL
812320,Drycleaning and Laundry Services (except Coin-Operated),81,812,8123,NULL,NULL
812331,Linen Supply,81,812,8123,NULL,NULL
812332,Industrial Launderers,81,812,8123,NULL,NULL
8129,Other Personal Services,81,812,8129,NULL,NULL
812910,Pet Care (except Veterinary) Services,81,812,8129,NULL,NULL
812921,Photofinishing Laboratories (except One-Hour),81,812,8129,NULL,NULL
812922,One-Hour Photofinishing,81,812,8129,NULL,NULL
812930,Parking Lots and Garages,81,812,8129,NULL,NULL
81299,All Other Personal Services,81,812,8129,NULL,NULL
812990,All Other Personal Services,81,812,8129,NULL,NULL
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",81,813,NULL,NULL,NULL
8131,Religious Organizations,81,813,8131,NULL,NULL
813110,Religious Organizations,81,813,8131,NULL,NULL
8132,Grantmaking and Giving Services,81,813,8132,NULL,NULL
813211,Grantmaking Foundations,81,813,8132,NULL,NULL
813212,Voluntary Health Organizations,81,813,8132,NULL,NULL
813219,Other Grantmaking and Giving Services,81,813,8132,NULL,NULL
8133,Social Advocacy Organizations,81,813,8133,NULL,NULL
813311,Human Rights Organizations,81,813,8133,NULL,NULL
813312,"Environment, Conservation and Wildlife Organizations",81,813,8133,NULL,NULL
813319,Other Social Advocacy Organizations,81,813,8133,NULL,NULL
8134,Civic and Social Organizations,81,813,8134,NULL,NULL
813410,Civic and Social Organizations,81,813,8134,NULL,NULL
8139,"Business, Professional, Labor, Political, and Similar Organizations",81,813,8139,NULL,NULL
813910,Business Associations,81,813,8139,NULL,NULL
81392,Professional Organizations,81,813,8139,NULL,NULL
813920,Professional Organizations,81,813,8139,NULL,NULL
813930,Labor Unions and Similar Labor Organizations,81,813,8139,NULL,NULL
813940,Political Organizations,81,813,8139,NULL,NULL
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",81,813,8139,NULL,NULL
814,Private Households,81,814,NULL,NULL,NULL
8141,Private Households,81,814,8141,NULL,NULL
814110,Private Households,81,814,8141,NULL,NULL
92,Public Administration,92,NULL,NULL,NULL,NULL
921,"Executive, Legislative, and Other General Government Support ",92,921,NULL,NULL,NULL
9211,"Executive, Legislative, and Other General Government Support ",92,921,9211,NULL,NULL
921110,Executive Offices,92,921,9211,NULL,NULL
921120,Legislative Bodies,92,921,9211,NULL,NULL
921130,Public Finance Activities,92,921,9211,NULL,NULL
921140,"Executive and Legislative Offices, Combined",92,921,9211,NULL,NULL
921150,American Indian and Alaska Native Tribal Governments,92,921,9211,NULL,NULL
921190,Other General Government Support,92,921,9211,NULL,NULL
922,"Justice, Public Order, and Safety Activities ",92,922,NULL,NULL,NULL
9221,"Justice, Public Order, and Safety Activities ",92,922,9221,NULL,NULL
922110,Courts,92,922,9221,NULL,NULL
922120,Police Protection,92,922,9221,NULL,NULL
92213,Legal Counsel and Prosecution,92,922,9221,NULL,NULL
922130,Legal Counsel and Prosecution,92,922,9221,NULL,NULL
922140,Correctional Institutions,92,922,9221,NULL,NULL
922150,Parole Offices and Probation Offices,92,922,9221,NULL,NULL
92216,Fire Protection,92,922,9221,NULL,NULL
922160,Fire Protection,92,922,9221,NULL,NULL
92219,"Other Justice, Public Order, and Safety Activities",92,922,9221,NULL,NULL
922190,"Other Justice, Public Order, and Safety Activities",92,922,9221,NULL,NULL
923,Administration Of Human Resource Programs ,92,923,NULL,NULL,NULL
9231,Administration Of Human Resource Programs ,92,923,9231,NULL,NULL
92311,Administration Of Education Programs,92,923,9231,NULL,NULL
923110,Administration Of Education Programs,92,923,9231,NULL,NULL
923120,Administration Of Public Health Programs,92,923,9231,NULL,NULL
923130,"Administration Of Human Resource Programs (Except Education, Public Health, and Veterans' Affairs Programs)",92,923,9231,NULL,NULL
923140,Administration Of Veterans' Affairs,92,923,9231,NULL,NULL
924,Administration Of Environmental Quality Programs ,92,924,NULL,NULL,NULL
9241,Administration Of Environmental Quality Programs ,92,924,9241,NULL,NULL
92411,Administration Of Air and Water Resource and Solid Waste Management Programs,92,924,9241,NULL,NULL
924110,Administration Of Air and Water Resource and Solid Waste Management Programs,92,924,9241,NULL,NULL
92412,Administration Of Conservation Programs,92,924,9241,NULL,NULL
924120,Administration Of Conservation Programs,92,924,9241,NULL,NULL
925,"Administration Of Housing Programs, Urban Planning, and Community Development ",92,925,NULL,NULL,NULL
9251,"Administration Of Housing Programs, Urban Planning, and Community Development ",92,925,9251,NULL,NULL
92511,Administration Of Housing Programs,92,925,9251,NULL,NULL
925110,Administration Of Housing Programs,92,925,9251,NULL,NULL
925120,Administration Of Urban Planning and Community and Rural Development,92,925,9251,NULL,NULL
926,Administration Of Economic Programs ,92,926,NULL,NULL,NULL
9261,Administration Of Economic Programs,92,926,9261,NULL,NULL
926110,Administration Of General Economic Programs,92,926,9261,NULL,NULL
926120,Regulation and Administration Of Transportation Programs,92,926,9261,NULL,NULL
926130,"Regulation and Administration Of Communications, Electric, Gas, and Other Utilities",92,926,9261,NULL,NULL
926140,Regulation Of Agricultural Marketing and Commodities,92,926,9261,NULL,NULL
926150,"Regulation, Licensing, and Inspection Of Miscellaneous Commercial Sectors",92,926,9261,NULL,NULL
927,Space Research and Technology ,92,927,NULL,NULL,NULL
9271,Space Research and Technology ,92,927,9271,NULL,NULL
927110,Space Research and Technology,92,927,9271,NULL,NULL
928,National Security and International Affairs ,92,928,NULL,NULL,NULL
9281,National Security and International Affairs ,92,928,9281,NULL,NULL
928110,National Security,92,928,9281,NULL,NULL
928120,International Affairs,92,928,9281,NULL,NULL
999,Unclassified Establishments,99,999,NULL,NULL,NULL
99999,Unclassified Establishments,99,999,9999,NULL,NULL
999990,Unclassified Establishments,99,999,9999,NULL,NULL
UNK   ,Unknown                                                     ,NULL,NULL,NULL,NULL,NULL
11311,Timber Tract Operations,11,113,1131,NULL,NULL
11331,Logging,11,113,1133,NULL,NULL
11411,Fishing,11,114,1141,NULL,NULL
11421,Hunting and Trapping,11,114,1142,NULL,NULL
21111,Oil and Gas Extraction,21,211,2111,NULL,NULL
21211,Coal Mining,21,212,2121,NULL,NULL
21221,Iron Ore Mining,21,212,2122,NULL,NULL
21222,Gold Ore and Silver Ore Mining,21,212,2122,NULL,NULL
21223,"Copper, Nickel, Lead, and Zinc Mining",21,212,2122,NULL,NULL
21229,Other Metal Ore Mining,21,212,2122,NULL,NULL
21231,Stone Mining and Quarrying,21,212,2123,NULL,NULL
21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",21,212,2123,NULL,NULL
21239,Other Nonmetallic Mineral Mining and Quarrying,21,212,2123,NULL,NULL
21311,Support Activities for Mining,21,213,2131,NULL,NULL
22112,"Electric Power Transmission, Control, and Distribution",22,221,2211,NULL,NULL
22133,Steam and Air-Conditioning Supply,22,221,2213,NULL,NULL
23621,Industrial Building Construction,23,236,2362,NULL,NULL
23711,Water and Sewer Line and Related Structures Construction,23,237,2371,NULL,NULL
23712,Oil and Gas Pipeline and Related Structures Construction,23,237,2371,NULL,NULL
23713,Power and Communication Line and Related Structures Construction,23,237,2371,NULL,NULL
23721,Land Subdivision,23,237,2372,NULL,NULL
23731,"Highway, Street, and Bridge Construction",23,237,2373,NULL,NULL
23799,Other Heavy and Civil Engineering Construction,23,237,2379,NULL,NULL
23811,Poured Concrete Foundation and Structure Contractors,23,238,2381,NULL,NULL
23812,Structural Steel and Precast Concrete Contractors,23,238,2381,NULL,NULL
23813,Framing Contractors,23,238,2381,NULL,NULL
23815,Glass and Glazing Contractors,23,238,2381,NULL,NULL
23817,Siding Contractors,23,238,2381,NULL,NULL
23819,"Other Foundation, Structure, and Building Exterior Contractors",23,238,2381,NULL,NULL
23833,Flooring Contractors,23,238,2383,NULL,NULL
23834,Tile and Terrazzo Contractors,23,238,2383,NULL,NULL
23839,Other Building Finishing Contractors,23,238,2383,NULL,NULL
23891,Site Preparation Contractors,23,238,2389,NULL,NULL
31-33,Manufacturing,NULL,NULL,NULL,NULL,NULL
31111,Animal Food Manufacturing,31-33,311,3111,NULL,NULL
31121,Flour Milling and Malt Manufacturing,31-33,311,3112,NULL,NULL
31122,Starch and Vegetable Fats and Oils Manufacturing,31-33,311,3112,NULL,NULL
31123,Breakfast Cereal Manufacturing,31-33,311,3112,NULL,NULL
31131,Sugar Manufacturing,31-33,311,3113,NULL,NULL
31134,Nonchocolate Confectionery Manufacturing,31-33,311,3113,NULL,NULL
31135,Chocolate and Confectionery Manufacturing,31-33,311,3113,NULL,NULL
31141,Frozen Food Manufacturing,31-33,311,3114,NULL,NULL
31142,"Fruit and Vegetable Canning, Pickling, and Drying",31-33,311,3114,NULL,NULL
31151,Dairy Product (except Frozen) Manufacturing,31-33,311,3115,NULL,NULL
31152,Ice Cream and Frozen Dessert Manufacturing,31-33,311,3115,NULL,NULL
31171,Seafood Product Preparation and Packaging,31-33,311,3117,NULL,NULL
31182,"Cookie, Cracker, and Pasta Manufacturing",31-33,311,3118,NULL,NULL
31183,Tortilla Manufacturing,31-33,311,3118,NULL,NULL
31191,Snack Food Manufacturing,31-33,311,3119,NULL,NULL
31192,Coffee and Tea Manufacturing,31-33,311,3119,NULL,NULL
31193,Flavoring Syrup and Concentrate Manufacturing,31-33,311,3119,NULL,NULL
31194,Seasoning and Dressing Manufacturing,31-33,311,3119,NULL,NULL
31199,All Other Food Manufacturing,31-33,311,3119,NULL,NULL
31211,Soft Drink and Ice Manufacturing,31-33,312,3121,NULL,NULL
31212,Breweries,31-33,312,3121,NULL,NULL
31213,Wineries,31-33,312,3121,NULL,NULL
31214,Distilleries,31-33,312,3121,NULL,NULL
31223,Tobacco Manufacturing,31-33,312,3122,NULL,NULL
31311,"Fiber, Yarn, and Thread Mills",31-33,313,3131,NULL,NULL
31321,Broadwoven Fabric Mills,31-33,313,3132,NULL,NULL
31322,Narrow Fabric Mills and Schiffli Machine Embroidery,31-33,313,3132,NULL,NULL
31323,Nonwoven Fabric Mills,31-33,313,3132,NULL,NULL
31324,Knit Fabric Mills,31-33,313,3132,NULL,NULL
31331,Textile and Fabric Finishing Mills,31-33,313,3133,NULL,NULL
31332,Fabric Coating Mills,31-33,313,3133,NULL,NULL
31411,Carpet and Rug Mills,31-33,314,3141,NULL,NULL
31412,Curtain and Linen Mills,31-33,314,3141,NULL,NULL
31491,Textile Bag and Canvas Mills,31-33,314,3149,NULL,NULL
31511,Hosiery and Sock Mills,31-33,315,3151,NULL,NULL
31519,Other Apparel Knitting Mills,31-33,315,3151,NULL,NULL
31521,Cut and Sew Apparel Contractors,31-33,315,3152,NULL,NULL
31522,MenÆs and BoysÆ Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL
31524,"WomenÆs, GirlsÆ, and InfantsÆ Cut and Sew Apparel Manufacturing",31-33,315,3152,NULL,NULL
31528,Other Cut and Sew Apparel Manufacturing,31-33,315,3152,NULL,NULL
31599,Apparel Accessories and Other Apparel Manufacturing,31-33,315,3159,NULL,NULL
31611,Leather and Hide Tanning and Finishing,31-33,316,3161,NULL,NULL
31621,Footwear Manufacturing,31-33,316,3162,NULL,NULL
31699,Other Leather and Allied Product Manufacturing,31-33,316,3169,NULL,NULL
32111,Sawmills and Wood Preservation,31-33,321,3211,NULL,NULL
32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing",31-33,321,3212,NULL,NULL
32191,Millwork,31-33,321,3219,NULL,NULL
32192,Wood Container and Pallet Manufacturing,31-33,321,3219,NULL,NULL
32199,All Other Wood Product Manufacturing,31-33,321,3219,NULL,NULL
32211,Pulp Mills,31-33,322,3221,NULL,NULL
32212,Paper Mills,31-33,322,3221,NULL,NULL
32213,Paperboard Mills,31-33,322,3221,NULL,NULL
32221,Paperboard Container Manufacturing,31-33,322,3222,NULL,NULL
32222,Paper Bag and Coated and Treated Paper Manufacturing,31-33,322,3222,NULL,NULL
32223,Stationery Product Manufacturing,31-33,322,3222,NULL,NULL
32229,Other Converted Paper Product Manufacturing,31-33,322,3222,NULL,NULL
32311,Printing,31-33,323,3231,NULL,NULL
32312,Support Activities for Printing,31-33,323,3231,NULL,NULL
32411,Petroleum Refineries,31-33,324,3241,NULL,NULL
32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",31-33,324,3241,NULL,NULL
32419,Other Petroleum and Coal Products Manufacturing,31-33,324,3241,NULL,NULL
32511,Petrochemical Manufacturing,31-33,325,3251,NULL,NULL
32512,Industrial Gas Manufacturing,31-33,325,3251,NULL,NULL
32513,Synthetic Dye and Pigment Manufacturing,31-33,325,3251,NULL,NULL
32518,Other Basic Inorganic Chemical Manufacturing,31-33,325,3251,NULL,NULL
32519,Other Basic Organic Chemical Manufacturing,31-33,325,3251,NULL,NULL
32521,Resin and Synthetic Rubber Manufacturing,31-33,325,3252,NULL,NULL
32522,Artificial and Synthetic Fibers and Filaments Manufacturing,31-33,325,3252,NULL,NULL
32531,Fertilizer Manufacturing,31-33,325,3253,NULL,NULL
32541,Pharmaceutical and Medicine Manufacturing,31-33,325,3254,NULL,NULL
32551,Paint and Coating Manufacturing,31-33,325,3255,NULL,NULL
32552,Adhesive Manufacturing,31-33,325,3255,NULL,NULL
32561,Soap and Cleaning Compound Manufacturing,31-33,325,3256,NULL,NULL
32562,Toilet Preparation Manufacturing,31-33,325,3256,NULL,NULL
32591,Printing Ink Manufacturing,31-33,325,3259,NULL,NULL
32592,Explosives Manufacturing,31-33,325,3259,NULL,NULL
32599,All Other Chemical Product and Preparation Manufacturing,31-33,325,3259,NULL,NULL
32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,31-33,326,3261,NULL,NULL
32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",31-33,326,3261,NULL,NULL
32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",31-33,326,3261,NULL,NULL
32614,Polystyrene Foam Product Manufacturing,31-33,326,3261,NULL,NULL
32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,31-33,326,3261,NULL,NULL
32616,Plastics Bottle Manufacturing,31-33,326,3261,NULL,NULL
32619,Other Plastics Product Manufacturing,31-33,326,3261,NULL,NULL
32621,Tire Manufacturing,31-33,326,3262,NULL,NULL
32622,Rubber and Plastics Hoses and Belting Manufacturing,31-33,326,3262,NULL,NULL
32629,Other Rubber Product Manufacturing,31-33,326,3262,NULL,NULL
32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",31-33,327,3271,NULL,NULL
32712,Clay Building Material and Refractories Manufacturing,31-33,327,3271,NULL,NULL
32721,Glass and Glass Product Manufacturing,31-33,327,3272,NULL,NULL
32731,Cement Manufacturing,31-33,327,3273,NULL,NULL
32732,Ready-Mix Concrete Manufacturing,31-33,327,3273,NULL,NULL
32733,"Concrete Pipe, Brick, and Block Manufacturing",31-33,327,3273,NULL,NULL
32741,Lime Manufacturing,31-33,327,3274,NULL,NULL
32742,Gypsum Product Manufacturing,31-33,327,3274,NULL,NULL
32791,Abrasive Product Manufacturing,31-33,327,3279,NULL,NULL
32799,All Other Nonmetallic Mineral Product Manufacturing,31-33,327,3279,NULL,NULL
33111,Iron and Steel Mills and Ferroalloy Manufacturing,31-33,331,3311,NULL,NULL
33122,Rolling and Drawing of Purchased Steel,31-33,331,3312,NULL,NULL
33131,Alumina and Aluminum Production and Processing,31-33,331,3313,NULL,NULL
33141,Nonferrous Metal (except Aluminum) Smelting and Refining,31-33,331,3314,NULL,NULL
33142,"Copper Rolling, Drawing, Extruding, and Alloying",31-33,331,3314,NULL,NULL
33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying",31-33,331,3314,NULL,NULL
33151,Ferrous Metal Foundries,31-33,331,3315,NULL,NULL
33152,Nonferrous Metal Foundries,31-33,331,3315,NULL,NULL
33211,Forging and Stamping,31-33,332,3321,NULL,NULL
33221,Cutlery and Handtool Manufacturing,31-33,332,3322,NULL,NULL
33231,Plate Work and Fabricated Structural Product Manufacturing,31-33,332,3323,NULL,NULL
33232,Ornamental and Architectural Metal Products Manufacturing,31-33,332,3323,NULL,NULL
33241,Power Boiler and Heat Exchanger Manufacturing,31-33,332,3324,NULL,NULL
33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",31-33,332,3324,NULL,NULL
33261,Spring and Wire Product Manufacturing,31-33,332,3326,NULL,NULL
33272,"Turned Product and Screw, Nut, and Bolt Manufacturing",31-33,332,3327,NULL,NULL
33281,"Coating, Engraving, Heat Treating, and Allied Activities",31-33,332,3328,NULL,NULL
33291,Metal Valve Manufacturing,31-33,332,3329,NULL,NULL
33299,All Other Fabricated Metal Product Manufacturing,31-33,332,3329,NULL,NULL
33311,Agricultural Implement Manufacturing,31-33,333,3331,NULL,NULL
33313,Mining and Oil and Gas Field Machinery Manufacturing,31-33,333,3331,NULL,NULL
33324,Industrial Machinery Manufacturing,31-33,333,3332,NULL,NULL
33331,Commercial and Service Industry Machinery Manufacturing,31-33,333,3333,NULL,NULL
33341,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",31-33,333,3334,NULL,NULL
33351,Metalworking Machinery Manufacturing,31-33,333,3335,NULL,NULL
33361,"Engine, Turbine, and Power Transmission Equipment Manufacturing",31-33,333,3336,NULL,NULL
33391,Pump and Compressor Manufacturing,31-33,333,3339,NULL,NULL
33392,Material Handling Equipment Manufacturing,31-33,333,3339,NULL,NULL
33399,All Other General Purpose Machinery Manufacturing,31-33,333,3339,NULL,NULL
33441,Semiconductor and Other Electronic Component Manufacturing,31-33,334,3344,NULL,NULL
33451,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",31-33,334,3345,NULL,NULL
33461,Manufacturing and Reproducing Magnetic and Optical Media,31-33,334,3346,NULL,NULL
33511,Electric Lamp Bulb and Part Manufacturing,31-33,335,3351,NULL,NULL
33512,Lighting Fixture Manufacturing,31-33,335,3351,NULL,NULL
33521,Small Electrical Appliance Manufacturing,31-33,335,3352,NULL,NULL
33522,Major Appliance Manufacturing,31-33,335,3352,NULL,NULL
33591,Battery Manufacturing,31-33,335,3359,NULL,NULL
33592,Communication and Energy Wire and Cable Manufacturing,31-33,335,3359,NULL,NULL
33593,Wiring Device Manufacturing,31-33,335,3359,NULL,NULL
33599,All Other Electrical Equipment and Component Manufacturing,31-33,335,3359,NULL,NULL
33631,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,31-33,336,3363,NULL,NULL
33632,Motor Vehicle Electrical and Electronic Equipment Manufacturing,31-33,336,3363,NULL,NULL
33633,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,31-33,336,3363,NULL,NULL
33634,Motor Vehicle Brake System Manufacturing,31-33,336,3363,NULL,NULL
33635,Motor Vehicle Transmission and Power Train Parts Manufacturing,31-33,336,3363,NULL,NULL
33636,Motor Vehicle Seating and Interior Trim Manufacturing,31-33,336,3363,NULL,NULL
33637,Motor Vehicle Metal Stamping,31-33,336,3363,NULL,NULL
33639,Other Motor Vehicle Parts Manufacturing,31-33,336,3363,NULL,NULL
33641,Aerospace Product and Parts Manufacturing,31-33,336,3364,NULL,NULL
33661,Ship and Boat Building,31-33,336,3366,NULL,NULL
33699,Other Transportation Equipment Manufacturing,31-33,336,3369,NULL,NULL
33711,Wood Kitchen Cabinet and Countertop Manufacturing,31-33,337,3371,NULL,NULL
33712,Household and Institutional Furniture Manufacturing,31-33,337,3371,NULL,NULL
33721,Office Furniture (including Fixtures) Manufacturing,31-33,337,3372,NULL,NULL
33791,Mattress Manufacturing,31-33,337,3379,NULL,NULL
33792,Blind and Shade Manufacturing,31-33,337,3379,NULL,NULL
33991,Jewelry and Silverware Manufacturing,31-33,339,3399,NULL,NULL
33992,Sporting and Athletic Goods Manufacturing,31-33,339,3399,NULL,NULL
33993,"Doll, Toy, and Game Manufacturing",31-33,339,3399,NULL,NULL
33995,Sign Manufacturing,31-33,339,3399,NULL,NULL
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,42,423,4231,NULL,NULL
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,42,423,4231,NULL,NULL
42313,Tire and Tube Merchant Wholesalers,42,423,4231,NULL,NULL
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,42,423,4231,NULL,NULL
42321,Furniture Merchant Wholesalers,42,423,4232,NULL,NULL
42322,Home Furnishing Merchant Wholesalers,42,423,4232,NULL,NULL
42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",42,423,4233,NULL,NULL
42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",42,423,4233,NULL,NULL
42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers",42,423,4233,NULL,NULL
42339,Other Construction Material Merchant Wholesalers,42,423,4233,NULL,NULL
42341,Photographic Equipment and Supplies Merchant Wholesalers,42,423,4234,NULL,NULL
42342,Office Equipment Merchant Wholesalers,42,423,4234,NULL,NULL
42344,Other Commercial Equipment Merchant Wholesalers,42,423,4234,NULL,NULL
42346,Ophthalmic Goods Merchant Wholesalers,42,423,4234,NULL,NULL
42349,Other Professional Equipment and Supplies Merchant Wholesalers,42,423,4234,NULL,NULL
42351,Metal Service Centers and Other Metal Merchant Wholesalers,42,423,4235,NULL,NULL
42352,Coal and Other Mineral and Ore Merchant Wholesalers,42,423,4235,NULL,NULL
42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",42,423,4236,NULL,NULL
42369,Other Electronic Parts and Equipment Merchant Wholesalers,42,423,4236,NULL,NULL
42371,Hardware Merchant Wholesalers,42,423,4237,NULL,NULL
42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,42,423,4237,NULL,NULL
42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,42,423,4237,NULL,NULL
42374,Refrigeration Equipment and Supplies Merchant Wholesalers,42,423,4237,NULL,NULL
42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,42,423,4238,NULL,NULL
42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,42,423,4238,NULL,NULL
42383,Industrial Machinery and Equipment Merchant Wholesalers,42,423,4238,NULL,NULL
42384,Industrial Supplies Merchant Wholesalers,42,423,4238,NULL,NULL
42385,Service Establishment Equipment and Supplies Merchant Wholesalers,42,423,4238,NULL,NULL
42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,42,423,4238,NULL,NULL
42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers,42,423,4239,NULL,NULL
42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,42,423,4239,NULL,NULL
42393,Recyclable Material Merchant Wholesalers,42,423,4239,NULL,NULL
42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",42,423,4239,NULL,NULL
42399,Other Miscellaneous Durable Goods Merchant Wholesalers,42,423,4239,NULL,NULL
42411,Printing and Writing Paper Merchant Wholesalers,42,424,4241,NULL,NULL
42412,Stationery and Office Supplies Merchant Wholesalers,42,424,4241,NULL,NULL
42413,Industrial and Personal Service Paper Merchant Wholesalers,42,424,4241,NULL,NULL
42421,Drugs and Druggists' Sundries Merchant Wholesalers,42,424,4242,NULL,NULL
42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",42,424,4243,NULL,NULL
42432,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,42,424,4243,NULL,NULL
42433,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",42,424,4243,NULL,NULL
42434,Footwear Merchant Wholesalers,42,424,4243,NULL,NULL
42441,General Line Grocery Merchant Wholesalers,42,424,4244,NULL,NULL
42442,Packaged Frozen Food Merchant Wholesalers,42,424,4244,NULL,NULL
42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,42,424,4244,NULL,NULL
42444,Poultry and Poultry Product Merchant Wholesalers,42,424,4244,NULL,NULL
42445,Confectionery Merchant Wholesalers,42,424,4244,NULL,NULL
42446,Fish and Seafood Merchant Wholesalers,42,424,4244,NULL,NULL
42447,Meat and Meat Product Merchant Wholesalers,42,424,4244,NULL,NULL
42448,Fresh Fruit and Vegetable Merchant Wholesalers,42,424,4244,NULL,NULL
42449,Other Grocery and Related Products Merchant Wholesalers,42,424,4244,NULL,NULL
42451,Grain and Field Bean Merchant Wholesalers,42,424,4245,NULL,NULL
42452,Livestock Merchant Wholesalers,42,424,4245,NULL,NULL
42459,Other Farm Product Raw Material Merchant Wholesalers,42,424,4245,NULL,NULL
42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,42,424,4246,NULL,NULL
42469,Other Chemical and Allied Products Merchant Wholesalers,42,424,4246,NULL,NULL
42471,Petroleum Bulk Stations and Terminals,42,424,4247,NULL,NULL
42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),42,424,4247,NULL,NULL
42481,Beer and Ale Merchant Wholesalers,42,424,4248,NULL,NULL
42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,42,424,4248,NULL,NULL
42491,Farm Supplies Merchant Wholesalers,42,424,4249,NULL,NULL
42492,"Book, Periodical, and Newspaper Merchant Wholesalers",42,424,4249,NULL,NULL
42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",42,424,4249,NULL,NULL
42494,Tobacco and Tobacco Product Merchant Wholesalers,42,424,4249,NULL,NULL
42495,"Paint, Varnish, and Supplies Merchant Wholesalers",42,424,4249,NULL,NULL
42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,42,424,4249,NULL,NULL
42512,Wholesale Trade Agents and Brokers,42,425,4251,NULL,NULL
44-45,Retail Trade,NULL,NULL,NULL,NULL,NULL
44111,New Car Dealers,44-45,441,4411,NULL,NULL
44112,Used Car Dealers,44-45,441,4411,NULL,NULL
44132,Tire Dealers,44-45,441,4413,NULL,NULL
44211,Furniture Stores,44-45,442,4421,NULL,NULL
44229,Other Home Furnishings Stores,44-45,442,4422,NULL,NULL
44314,Electronics and Appliance Stores,44-45,443,4431,NULL,NULL
44411,Home Centers,44-45,444,4441,NULL,NULL
44412,Paint and Wallpaper Stores,44-45,444,4441,NULL,NULL
44413,Hardware Stores,44-45,444,4441,NULL,NULL
44419,Other Building Material Dealers,44-45,444,4441,NULL,NULL
44421,Outdoor Power Equipment Stores,44-45,444,4442,NULL,NULL
44422,"Nursery, Garden Center, and Farm Supply Stores",44-45,444,4442,NULL,NULL
44511,Supermarkets and Other Grocery (except Convenience) Stores,44-45,445,4451,NULL,NULL
44512,Convenience Stores,44-45,445,4451,NULL,NULL
44521,Meat Markets,44-45,445,4452,NULL,NULL
44522,Fish and Seafood Markets,44-45,445,4452,NULL,NULL
44523,Fruit and Vegetable Markets,44-45,445,4452,NULL,NULL
